type	prod0	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	daysLate
1	33	23	20	10	14	28	20	30	15	20	23
0	12	25	25	22	22	33	19	30	11	23	20
1	12	42	20	15	21	24	22	32	13	29	43
0	11	22	20	13	20	24	20	24	31	16	32
1	18	21	20	16	20	20	19	31	27	22	4
1	14	46	24	16	18	22	21	26	14	32	31
1	29	22	22	18	24	24	17	32	15	25	7
0	12	39	22	15	22	25	18	29	15	23	15
1	20	22	15	14	20	23	21	31	26	20	4
0	12	19	33	14	19	37	18	32	17	13	7
0	12	20	30	15	17	38	19	34	14	19	1
0	6	21	21	14	15	40	24	29	19	38	1
0	8	22	27	14	15	41	17	35	16	20	2
1	20	17	25	9	18	22	19	36	25	20	16
0	11	23	22	18	15	26	20	28	30	23	32
1	19	12	20	20	20	22	24	27	25	21	12
0	29	23	20	12	21	25	20	34	15	20	30
1	8	22	19	17	21	36	20	31	10	42	29
0	24	15	14	19	20	25	20	18	17	26	19
1	23	21	25	11	20	25	19	30	20	20	27
0	9	22	19	8	25	24	19	36	32	21	30
0	12	21	18	17	27	26	25	31	33	11	49
0	12	41	21	3	26	21	19	34	15	15	30
0	13	15	18	17	21	28	19	28	34	24	58
0	13	20	28	13	19	35	22	32	21	24	25
0	9	14	15	12	21	48	24	24	14	43	14
0	13	18	23	15	21	27	20	31	30	17	47
0	10	22	22	13	14	47	16	27	14	42	22
0	15	38	23	20	21	22	15	36	15	19	28
1	28	23	16	13	22	27	21	30	17	25	20
1	13	35	16	15	29	24	15	34	15	33	52
0	10	15	22	10	20	39	21	32	14	50	6
1	32	25	19	13	17	24	23	37	18	17	21
0	12	22	22	17	17	45	16	27	17	39	20
0	14	6	30	13	21	35	20	26	17	19	18
0	14	30	30	13	17	28	17	22	17	23	25
1	6	45	20	4	22	27	27	27	15	30	52
1	23	17	25	13	19	21	21	34	18	19	24
1	12	38	23	17	17	22	17	33	16	33	57
0	10	20	30	14	19	27	20	30	15	20	4
1	7	35	19	18	12	24	23	31	16	24	52
1	17	22	22	13	19	25	28	37	27	26	1
0	9	50	17	20	20	26	18	29	17	19	0
0	10	29	27	25	20	32	17	30	15	21	6
1	30	20	18	16	20	28	20	41	9	25	29
1	10	41	20	13	23	29	16	25	17	31	57
1	34	20	16	13	20	27	24	31	21	24	18
1	35	26	19	18	16	28	20	33	15	26	20
0	17	20	28	16	25	31	18	26	14	22	25
1	27	25	21	19	19	26	17	29	15	22	30
0	13	40	23	11	20	27	23	33	18	17	9
1	42	18	21	12	20	27	23	32	15	27	14
0	12	15	30	16	16	39	21	22	15	20	10
0	12	27	34	18	21	34	18	25	16	17	4
0	12	27	16	15	19	25	20	31	31	22	39
0	8	14	22	18	20	49	20	20	10	40	12
1	14	22	24	16	20	16	20	30	15	32	53
1	24	25	18	16	21	22	20	37	19	27	7
1	28	14	19	14	20	25	23	29	14	18	15
1	12	44	24	16	20	29	20	28	15	31	56
0	15	20	18	14	23	23	19	29	27	21	44
1	14	39	17	15	19	26	15	37	16	28	46
0	6	20	29	14	20	38	24	31	13	19	30
0	12	35	13	15	17	27	22	36	9	25	10
0	12	20	18	15	21	47	24	27	14	34	9
0	10	19	20	17	17	46	19	27	15	43	29
1	19	20	19	15	19	23	20	20	24	26	9
1	21	51	22	12	23	28	20	32	15	29	42
0	9	37	19	13	22	25	22	37	11	28	10
1	14	48	20	11	18	28	16	40	14	28	59
0	10	20	23	18	15	51	21	17	19	34	24
0	12	25	21	21	23	42	21	30	13	39	19
1	23	15	18	15	18	28	23	24	13	22	27
1	30	10	21	16	18	23	18	33	10	20	2
0	11	40	20	17	20	26	20	29	15	18	30
0	8	23	24	10	22	32	22	27	8	15	25
0	13	29	20	20	19	42	20	30	14	46	29
0	15	16	21	14	27	24	20	31	29	21	34
0	9	19	23	18	20	25	20	25	31	22	58
1	13	33	20	15	18	25	21	36	15	26	51
0	14	52	17	16	15	23	20	29	11	19	16
1	27	13	27	16	20	25	21	28	10	22	6
0	10	33	17	18	19	31	20	28	35	29	38
0	9	16	23	15	19	22	20	32	32	16	55
0	10	25	23	15	20	33	22	39	29	20	39
0	11	29	20	21	20	43	24	33	17	43	5
1	30	8	18	12	21	24	21	27	15	25	29
0	12	14	14	14	22	29	20	25	31	21	32
0	15	20	18	18	16	30	16	30	30	20	45
1	36	21	24	15	26	27	21	26	17	23	3
0	7	31	18	20	22	45	19	28	13	40	23
0	20	20	13	19	23	45	19	29	21	51	22
0	13	16	23	16	19	25	16	29	34	23	54
1	27	29	22	16	18	22	23	30	25	17	20
1	19	22	20	15	16	24	20	29	26	20	26
0	11	27	29	18	14	35	20	30	11	24	17
0	12	41	16	19	18	22	20	31	13	25	23
1	35	18	24	16	25	27	20	31	14	17	0
1	31	25	22	11	9	22	20	29	10	19	20
0	12	17	31	18	14	33	23	27	17	20	25
1	14	45	22	16	22	22	18	30	14	30	41
1	13	43	16	15	19	30	24	30	15	33	33
0	13	29	20	16	18	51	19	30	14	41	19
1	30	25	20	15	21	23	14	30	17	21	12
1	27	14	21	23	20	25	18	30	15	19	30
0	17	16	35	17	19	33	18	29	17	20	11
1	29	21	21	15	18	25	18	33	13	20	22
0	8	39	20	12	20	27	22	17	12	24	13
0	10	24	22	17	16	48	22	22	13	41	7
0	13	19	23	16	14	41	20	33	16	41	0
0	10	11	17	15	19	44	19	27	15	41	1
0	13	17	18	15	21	44	23	39	14	44	18
0	13	42	21	15	20	16	23	28	15	22	27
0	10	38	16	15	19	27	20	31	17	23	24
1	7	40	18	13	14	25	20	27	15	28	38
1	19	23	22	22	12	29	22	21	23	20	17
0	10	15	19	15	18	30	20	24	31	26	51
0	8	25	19	9	20	42	17	33	16	44	7
0	12	16	30	20	21	37	19	36	21	16	15
0	12	20	20	15	10	45	20	34	15	41	20
0	12	24	20	11	20	23	22	32	25	23	44
1	12	40	14	20	22	29	17	33	15	29	50
1	13	38	21	15	20	19	22	32	15	26	45
1	14	43	21	15	14	26	20	29	15	28	31
0	12	42	20	10	24	34	25	24	13	18	17
1	31	30	18	10	22	25	20	30	14	22	11
1	21	15	20	15	20	29	20	28	23	19	25
1	15	14	21	9	23	24	20	39	21	24	28
0	11	17	25	13	21	38	22	24	15	23	28
1	13	38	23	16	19	25	19	34	14	33	29
0	6	33	21	17	26	31	14	31	15	21	1
0	11	15	33	13	27	33	21	34	16	19	19
1	31	19	18	12	17	24	18	22	15	17	26
0	11	21	18	13	19	28	24	34	30	20	39
0	14	20	23	7	26	50	17	34	17	42	18
1	40	24	20	8	28	25	20	30	16	24	25
1	12	45	20	17	17	22	18	25	11	22	28
1	8	48	22	17	21	24	22	30	19	25	54
0	9	37	23	11	20	23	17	30	16	25	12
0	12	16	35	20	19	33	24	39	19	20	22
1	32	22	23	19	23	17	23	30	18	19	8
0	7	21	18	10	24	40	26	32	14	38	27
0	10	16	23	9	17	42	17	30	15	40	12
0	15	46	23	15	20	23	19	38	13	18	15
0	8	46	21	14	14	22	20	30	13	16	29
1	20	22	22	17	26	25	23	37	25	20	20
0	16	21	26	15	22	32	20	30	15	17	16
1	20	24	23	18	19	23	20	36	27	16	26
1	9	44	20	12	20	25	21	30	16	30	39
0	11	20	33	11	23	34	20	37	15	17	27
0	12	16	18	21	16	25	20	24	29	17	29
0	12	53	20	17	17	28	19	30	15	24	21
0	11	24	17	15	18	21	22	31	34	17	54
1	7	41	20	12	20	28	18	37	17	35	31
1	20	16	18	17	17	29	18	39	29	16	24
1	14	53	19	15	21	32	22	34	14	23	23
1	37	20	24	17	23	24	20	26	16	25	0
1	40	23	22	11	20	30	21	28	21	17	26
1	31	23	23	18	22	25	24	24	17	20	1
1	39	22	17	17	20	23	20	27	14	18	18
0	10	23	20	18	13	19	21	27	28	25	55
0	16	15	18	15	20	43	23	24	17	40	24
1	20	14	17	22	24	31	20	27	27	22	25
0	10	19	32	19	20	34	14	30	18	29	1
0	12	46	20	13	25	27	16	29	7	21	22
0	12	18	18	15	20	27	20	24	30	13	30
0	13	40	19	19	23	25	20	29	15	16	9
0	10	16	27	12	24	41	20	28	15	19	9
1	17	19	20	14	20	25	17	26	26	24	20
0	10	13	34	12	20	39	18	30	16	15	30
0	12	43	19	16	17	23	18	32	20	15	19
0	10	18	22	17	19	21	20	39	30	16	53
1	30	27	18	20	18	25	23	34	20	21	24
0	12	40	18	14	15	24	19	30	16	19	20
1	33	19	22	16	24	27	19	33	19	15	17
0	12	19	26	18	28	42	21	29	16	30	11
0	12	18	34	15	18	33	20	31	12	20	7
1	35	16	21	18	18	23	20	31	14	18	3
0	13	25	24	16	20	23	15	15	29	17	30
0	10	15	36	20	20	35	22	35	10	23	28
0	12	33	22	16	20	20	21	32	15	24	8
1	12	35	24	16	20	21	18	36	12	39	39
0	16	25	22	12	20	26	19	30	32	31	52
0	10	53	18	9	20	28	20	27	16	21	19
0	12	40	22	17	24	20	21	23	13	19	16
1	34	20	18	21	14	26	20	30	18	15	5
0	10	20	21	11	17	45	23	33	15	40	21
1	9	45	21	16	20	27	23	36	19	30	41
0	15	18	29	15	18	18	20	27	30	20	47
0	24	16	16	12	18	28	23	29	10	17	5
0	10	31	20	18	28	22	22	32	29	20	43
1	11	42	21	15	27	28	22	35	17	26	35
0	13	24	20	15	26	45	18	27	15	41	15
0	12	40	21	13	20	22	20	34	18	22	7
0	9	39	22	10	22	25	23	26	13	19	7
0	6	20	26	24	15	42	21	28	14	23	16
1	17	24	18	20	17	32	20	37	23	20	27
0	10	21	19	12	24	49	20	28	16	37	12
1	20	21	21	15	16	21	22	24	21	20	19
0	9	20	18	18	21	27	19	23	32	25	43
0	5	23	23	16	22	23	20	30	33	19	35
0	8	18	35	19	23	37	18	30	15	20	11
1	11	34	22	14	18	24	20	28	14	34	41
0	9	16	30	18	23	34	20	30	17	15	1
0	10	25	25	10	17	35	19	30	21	20	29
1	18	41	20	15	20	29	18	35	14	25	49
0	9	23	25	14	15	27	24	28	32	18	59
0	12	39	22	16	21	25	23	29	14	19	7
0	13	24	20	17	21	42	22	23	15	23	26
0	15	40	21	8	20	29	20	36	15	17	30
1	20	20	17	9	23	19	22	33	21	20	2
0	15	27	31	18	19	35	23	28	15	21	19
0	12	17	20	15	20	42	18	33	20	40	14
0	8	43	17	9	29	29	24	32	15	20	7
0	10	18	22	11	15	17	19	32	32	25	38
1	26	18	18	14	23	29	20	30	18	18	16
0	10	24	21	12	19	25	20	26	31	20	37
0	12	15	20	14	22	21	19	30	37	15	47
0	14	21	20	21	23	28	18	27	31	19	46
0	10	13	20	15	21	22	20	38	32	16	30
1	30	15	22	17	20	26	21	31	15	22	23
0	15	17	31	11	19	33	17	22	15	20	7
1	29	21	20	15	20	23	19	36	13	24	12
1	32	22	18	13	23	25	11	30	12	20	22
1	13	39	20	9	19	28	16	34	15	30	46
0	10	25	31	11	18	34	20	31	13	21	22
1	22	29	18	21	22	25	20	29	16	26	17
1	16	42	22	15	17	19	18	30	15	30	30
0	11	19	30	16	18	35	17	29	16	14	3
0	8	18	30	18	20	34	15	22	16	22	19
0	32	17	20	16	18	19	22	34	15	26	7
0	11	27	18	14	12	25	19	30	34	24	55
0	9	20	30	15	17	39	20	23	15	23	30
0	12	21	28	12	22	28	22	27	18	17	19
0	12	22	30	16	20	33	15	25	13	21	23
0	14	18	18	13	20	43	23	33	20	34	28
0	12	23	20	15	19	29	17	29	30	20	48
0	15	40	21	14	20	28	21	28	10	21	30
0	18	35	20	16	15	27	23	24	19	21	8
0	9	21	26	17	18	31	24	27	11	20	14
1	7	41	20	19	16	16	13	29	14	33	33
0	15	28	33	15	21	38	20	31	15	20	16
0	12	22	22	12	18	27	25	37	33	22	57
0	12	8	28	18	19	31	20	35	13	18	28
0	12	23	23	9	22	39	22	35	20	18	6
1	20	32	27	20	18	16	15	30	22	24	27
0	13	16	20	13	18	27	20	29	31	16	58
0	12	19	20	16	19	26	19	30	35	12	36
1	32	16	18	18	23	28	15	27	15	20	1
0	12	16	18	21	19	22	20	16	30	21	43
1	15	39	17	15	22	25	17	33	18	29	53
1	30	9	19	14	22	31	20	27	18	18	14
0	12	20	23	18	13	25	22	30	29	18	55
0	21	18	20	11	16	20	19	32	28	21	14
1	35	29	25	15	23	29	21	33	13	22	6
1	21	15	24	18	23	25	19	25	28	18	7
0	9	15	20	11	23	22	25	36	27	19	50
0	13	14	27	11	17	35	22	28	15	26	4
0	13	21	28	12	17	35	24	32	19	20	11
0	14	24	19	15	16	31	18	27	32	27	43
1	30	16	19	11	23	26	24	24	18	15	15
1	22	31	18	11	20	22	24	32	26	25	25
0	13	21	26	14	18	47	19	36	9	38	24
0	8	38	17	12	20	25	18	35	9	18	14
0	13	19	20	17	24	45	22	23	15	38	4
0	9	25	20	14	20	25	20	28	29	23	35
1	10	39	20	14	19	24	19	29	14	35	41
0	13	18	18	15	23	30	20	27	28	21	37
1	12	47	23	18	20	19	23	18	15	34	35
0	18	17	18	15	13	43	22	36	11	48	29
0	11	14	26	14	24	39	23	29	14	22	10
0	9	18	20	8	22	29	15	32	29	19	37
0	11	38	25	12	20	26	18	20	15	24	12
0	15	38	14	16	20	27	18	35	19	24	2
1	37	15	21	12	20	22	21	39	16	29	27
0	12	44	20	18	16	25	21	25	16	20	4
0	16	27	20	10	19	44	22	27	14	44	7
0	11	15	20	7	23	23	19	34	30	11	39
0	15	18	14	7	15	20	21	28	28	27	45
0	6	45	18	19	21	27	22	43	20	20	26
1	31	23	18	7	23	25	18	26	15	23	12
1	16	18	16	19	20	28	21	32	25	19	26
0	11	19	23	15	20	29	19	31	28	16	37
0	12	19	24	16	20	29	23	24	35	22	33
1	27	17	17	20	20	30	20	33	16	21	13
1	28	14	18	12	25	20	20	29	15	27	30
0	12	43	13	13	22	18	17	26	13	22	9
0	11	32	14	17	22	21	21	29	22	20	13
1	20	20	21	16	24	25	16	28	19	20	28
1	11	37	21	15	6	23	22	19	21	30	48
0	13	22	20	12	20	22	21	25	31	26	35
0	5	20	21	15	18	28	16	29	33	18	33
0	12	24	19	21	22	44	17	24	15	46	0
1	30	22	16	19	23	33	22	28	15	21	25
0	12	17	25	14	16	40	17	36	14	42	3
1	12	39	19	9	21	23	18	26	13	29	31
1	32	19	25	13	19	26	23	25	19	17	14
1	22	19	18	8	17	31	20	43	18	12	11
0	12	24	19	15	11	25	20	22	35	21	45
1	21	18	20	16	20	24	20	33	14	21	23
0	14	37	16	11	24	27	16	35	15	22	11
1	10	36	21	18	20	28	19	32	15	30	56
0	12	20	20	15	10	44	18	28	17	43	2
1	8	40	21	19	19	25	21	30	14	34	52
1	29	22	20	11	22	30	19	42	13	22	1
1	20	18	23	13	17	27	20	29	23	22	18
0	10	40	21	11	19	22	18	38	12	19	17
0	13	8	20	14	23	31	20	34	28	20	33
0	14	22	20	14	15	44	23	33	16	37	28
0	12	24	20	15	19	46	25	30	15	27	8
1	26	19	19	19	17	20	17	30	11	21	2
1	13	41	16	18	24	25	20	30	17	30	39
1	24	24	20	15	22	19	20	21	25	24	23
0	10	26	20	21	14	24	16	30	39	20	32
1	12	42	18	20	18	23	20	34	19	28	58
0	13	41	19	14	18	19	24	22	13	22	10
0	14	15	28	13	19	37	19	32	15	23	25
1	33	23	20	16	24	24	22	27	14	14	5
0	15	18	30	13	16	29	17	33	14	25	9
1	20	11	16	9	20	22	21	30	31	18	24
1	20	18	20	16	20	26	22	22	26	22	9
0	12	20	28	10	20	31	19	32	28	20	34
0	14	42	22	15	22	32	19	26	14	24	17
0	8	40	18	9	19	26	21	32	18	18	22
0	12	39	19	25	20	26	22	24	20	18	7
0	10	16	30	19	12	43	17	28	14	25	14
1	20	16	22	20	12	26	20	34	24	23	26
0	8	20	20	19	9	40	21	25	16	32	11
1	11	39	15	14	20	28	19	36	19	22	34
0	15	18	31	14	20	29	20	24	17	22	2
0	10	55	18	11	22	26	19	30	19	19	6
1	17	39	22	20	25	27	18	39	14	34	43
0	20	14	15	8	25	25	24	23	27	22	35
0	12	20	19	9	22	46	20	39	23	42	7
0	9	19	30	20	23	40	18	28	22	14	7
1	28	20	20	14	15	22	22	33	16	24	27
1	18	25	18	10	23	24	20	32	28	15	25
1	19	22	23	12	21	28	18	25	21	20	20
1	34	28	24	11	17	21	18	18	15	17	8
0	9	32	28	15	22	33	21	27	16	20	23
1	26	20	25	12	16	30	19	27	13	16	19
1	20	16	20	11	21	28	17	30	27	23	18
1	10	40	27	15	19	28	19	41	11	24	34
0	18	38	20	11	22	30	20	31	14	21	12
0	17	16	20	15	18	38	20	30	14	33	0
1	30	16	18	18	14	25	16	30	9	23	21
1	30	20	20	15	21	20	21	26	16	20	17
0	12	21	20	24	20	45	22	30	17	37	6
1	19	43	20	14	23	25	20	24	14	31	55
0	9	18	23	18	22	50	21	30	19	36	1
0	10	28	24	17	18	47	20	30	15	30	17
0	11	26	20	11	19	42	19	25	20	40	16
1	10	44	23	17	17	26	16	29	15	31	56
0	10	16	33	14	23	40	18	34	15	24	1
0	13	16	23	7	15	25	17	25	30	14	55
0	11	20	19	15	21	22	17	36	29	20	44
0	12	22	32	17	17	36	17	30	16	24	18
0	17	22	30	15	13	35	19	28	13	22	2
1	31	24	21	15	20	25	19	30	21	20	3
1	28	22	22	21	14	29	19	36	18	17	14
1	17	33	19	14	21	26	22	24	25	19	10
0	11	25	20	13	20	40	20	30	13	39	15
0	11	20	20	15	21	41	16	33	17	36	19
0	13	18	20	15	20	31	17	30	28	25	58
0	11	46	15	15	20	24	17	34	13	17	24
0	12	15	20	15	20	43	19	33	15	44	22
1	12	37	15	15	29	24	20	32	14	21	44
1	34	17	18	16	22	26	20	39	18	14	25
1	29	19	14	11	15	21	23	35	12	22	8
1	32	25	16	16	18	31	23	28	15	22	18
0	11	22	20	15	21	17	19	41	30	16	54
0	12	20	24	10	17	22	24	20	28	23	50
1	11	45	13	17	20	25	22	32	15	32	47
0	11	45	17	17	18	25	19	32	18	20	20
0	12	20	20	14	18	42	21	31	17	43	7
1	6	35	20	13	20	25	20	25	15	28	54
0	12	19	26	13	18	35	21	32	15	16	14
0	10	21	19	18	23	45	18	29	12	38	5
0	14	16	29	15	15	35	23	21	13	22	23
1	11	19	17	14	18	46	16	27	15	39	20
0	17	29	20	12	17	33	19	24	28	24	23
0	15	20	13	17	20	26	25	27	29	24	41
0	12	23	21	11	20	34	23	29	33	28	56
0	10	21	18	16	17	48	21	28	15	44	15
1	31	21	20	14	18	21	16	35	17	21	25
1	14	20	30	7	20	37	23	26	16	20	15
1	31	23	17	15	19	28	20	30	13	25	24
0	12	48	18	16	18	25	21	30	15	24	16
1	26	15	20	18	20	25	18	23	25	18	16
0	10	45	22	8	30	23	19	28	17	14	2
0	14	41	27	18	20	25	18	21	19	16	17
1	26	20	19	10	17	26	17	27	15	21	24
1	12	43	26	15	22	30	17	34	11	30	34
0	11	14	19	19	20	45	18	30	17	41	19
0	8	25	19	12	19	43	17	36	15	49	30
1	34	21	20	12	20	18	18	24	10	25	9
0	13	17	20	17	20	28	21	22	28	20	43
0	13	18	33	15	20	36	18	38	16	24	29
1	28	16	25	22	26	23	20	27	18	30	22
0	13	34	19	16	17	23	23	30	19	18	18
0	13	24	15	20	18	26	20	32	30	26	53
0	12	25	31	18	18	41	19	36	17	20	30
0	9	44	24	15	24	30	20	32	9	15	19
0	8	18	21	13	19	25	21	35	31	21	40
0	12	18	22	14	28	25	19	27	30	24	50
1	20	25	19	17	20	25	18	25	22	17	17
1	12	31	18	19	20	25	22	36	15	33	37
0	12	21	33	13	20	34	24	30	15	17	20
0	12	24	20	22	20	23	23	27	29	19	53
0	9	20	24	8	19	24	19	27	31	21	41
1	14	40	24	19	22	26	21	23	15	30	39
0	9	42	20	14	20	25	23	28	16	15	30
1	34	23	21	15	22	24	20	34	11	16	22
0	12	20	14	10	23	25	19	25	27	20	55
0	15	15	29	15	26	34	20	29	11	22	12
1	34	20	20	14	17	25	23	29	15	20	11
1	31	18	19	20	17	18	22	30	15	20	25
0	9	16	20	17	26	24	23	30	30	20	29
1	30	12	23	18	16	25	23	24	17	20	6
0	12	23	20	20	23	43	16	28	20	43	14
1	20	20	24	14	24	28	21	32	15	19	5
0	16	10	19	15	23	44	19	32	15	37	2
1	30	25	22	17	20	20	19	32	18	23	21
0	14	21	18	19	22	20	21	32	28	28	29
0	9	19	22	18	16	46	18	31	20	48	29
1	23	28	21	15	24	26	26	30	14	23	1
1	12	40	19	18	19	22	18	36	19	33	35
1	23	22	21	13	23	26	20	32	20	29	23
0	11	19	24	11	20	50	21	26	20	40	5
0	14	39	20	6	23	26	22	27	15	25	3
0	10	14	19	8	15	28	18	32	35	16	49
0	18	24	25	19	14	23	17	39	30	20	58
1	21	20	22	16	28	18	20	30	26	21	10
0	8	16	18	12	25	45	20	18	16	44	7
1	15	13	20	12	20	25	23	26	9	12	23
0	10	46	20	13	17	25	20	35	17	22	11
1	12	39	16	13	20	24	25	32	20	32	52
1	24	22	21	12	15	24	21	27	19	17	19
1	33	21	22	17	26	24	20	36	18	19	21
1	11	30	19	18	20	40	26	22	16	43	1
0	7	10	35	15	19	36	21	28	14	20	16
0	12	21	20	13	12	46	17	28	14	31	0
0	11	18	35	17	22	34	19	28	12	18	30
0	17	12	30	13	23	34	18	36	13	23	0
1	10	41	17	19	20	27	20	28	15	29	30
0	10	20	19	13	16	25	23	30	32	24	35
0	13	29	19	16	18	46	24	25	12	45	29
0	12	37	20	12	20	31	21	14	14	19	6
0	10	20	26	21	17	33	20	29	18	18	24
1	38	20	20	11	20	20	15	35	14	23	14
1	33	18	19	16	21	20	19	30	17	20	20
1	16	13	16	14	15	29	21	32	27	16	10
0	12	24	19	15	27	46	18	30	15	39	4
1	21	23	21	21	22	21	19	28	25	20	30
0	9	15	37	21	19	24	23	30	15	19	12
0	16	12	19	10	22	26	21	36	27	26	42
0	8	23	24	16	18	48	23	29	14	33	28
0	12	19	21	8	18	23	20	33	30	14	36
0	16	22	21	7	20	38	24	30	15	25	8
1	30	19	23	15	28	25	18	32	19	21	10
0	7	15	22	15	17	22	26	21	34	20	35
0	12	20	20	12	13	48	22	30	12	36	1
1	6	39	22	10	22	23	23	41	12	34	52
1	27	14	19	13	23	29	18	32	19	17	11
0	11	26	29	18	16	35	26	27	14	19	0
0	8	15	31	14	15	35	20	26	18	14	18
0	12	10	24	12	28	40	20	26	12	22	19
0	16	22	26	7	22	46	25	19	21	21	21
0	6	20	32	22	20	39	20	31	15	30	28
0	11	11	20	17	19	45	20	30	15	42	15
1	22	22	21	16	13	28	21	29	24	21	16
1	25	21	23	17	23	27	19	24	15	19	2
1	19	29	22	12	25	31	19	36	28	21	19
0	12	19	23	14	17	44	18	28	18	50	9
1	20	17	13	15	18	31	17	27	25	20	27
1	22	25	22	16	22	23	18	32	18	24	9
0	12	20	27	8	18	40	28	37	15	24	6
1	21	33	20	15	13	34	18	33	24	19	5
0	10	18	31	10	22	33	25	37	10	20	10
0	14	21	32	18	23	33	19	31	16	18	1
1	33	20	23	12	20	27	17	28	16	13	25
0	12	24	34	17	14	37	20	26	15	30	24
1	12	19	35	14	21	31	16	33	13	14	23
0	12	25	30	20	17	35	20	33	15	24	23
1	19	18	18	8	20	25	20	25	23	23	19
0	10	22	24	18	17	23	23	28	28	25	44
1	12	37	22	18	23	22	24	29	16	30	50
0	12	43	19	8	23	27	18	35	15	19	14
0	10	33	18	15	18	22	22	32	12	14	13
1	7	37	22	18	22	25	19	25	15	31	49
1	32	18	22	12	17	25	27	39	15	12	18
1	15	22	20	11	23	27	20	34	25	19	19
1	12	33	20	19	22	26	23	36	14	30	56
1	39	19	20	19	22	28	22	37	18	21	17
1	13	35	16	16	25	26	20	30	11	27	36
1	18	40	20	14	22	27	21	31	15	28	46
0	14	32	23	16	18	21	21	30	33	21	43
0	11	21	19	10	26	45	19	39	13	42	10
1	38	31	20	13	22	27	19	24	14	28	18
0	12	14	18	11	20	22	24	27	30	23	54
0	12	40	23	14	17	28	19	34	15	18	15
0	12	43	22	8	20	34	18	19	18	20	27
0	12	32	16	11	18	27	24	36	14	20	23
0	14	40	21	16	24	22	22	30	15	23	28
0	9	14	16	16	17	45	20	32	11	43	10
1	28	25	20	14	23	24	20	34	14	20	30
0	11	24	20	15	20	18	20	33	34	24	55
1	7	47	20	14	25	28	23	31	15	31	58
1	20	21	16	16	23	17	24	29	19	20	22
1	23	23	17	13	23	27	18	28	26	27	6
0	12	16	20	20	17	47	23	35	14	38	9
1	20	28	20	20	16	22	22	38	28	21	2
0	9	16	15	5	26	46	23	32	17	40	10
1	21	22	16	16	17	23	17	29	26	21	20
1	41	20	20	7	19	25	20	20	17	25	12
1	34	20	19	13	20	24	21	26	16	14	4
0	13	19	30	13	22	37	20	43	17	16	21
0	15	22	24	22	17	49	20	34	20	40	26
1	12	38	17	12	27	27	17	27	16	33	52
1	33	18	20	13	25	28	18	21	17	21	13
0	12	19	29	13	17	37	20	19	15	17	18
1	30	20	23	12	22	26	24	29	14	21	20
1	14	10	20	13	24	28	20	26	28	18	24
1	14	47	17	9	21	24	18	35	18	28	37
1	31	18	17	18	21	26	21	33	18	18	30
0	11	20	20	19	22	41	17	34	17	44	26
0	12	32	25	17	16	30	20	19	10	23	14
0	12	18	25	14	20	28	20	32	35	24	57
1	31	20	19	17	18	31	14	35	19	20	21
0	14	17	31	15	20	35	22	28	15	22	1
0	7	20	31	19	23	42	24	25	19	20	3
1	20	18	22	18	20	26	18	31	26	23	15
1	19	21	18	13	19	23	21	32	23	19	23
0	8	17	20	15	19	51	18	25	14	39	7
0	17	14	20	20	18	45	19	31	20	47	2
1	13	43	20	21	22	30	23	31	16	29	38
1	14	36	24	16	23	25	18	39	13	30	37
1	11	40	23	18	17	21	22	27	14	19	19
0	11	19	19	15	20	44	19	35	16	39	21
1	27	20	20	12	18	25	16	29	10	12	4
0	16	24	29	15	22	35	23	25	15	11	12
1	30	19	23	14	21	21	21	30	18	19	21
0	15	26	20	14	18	25	21	30	36	21	35
0	12	41	20	17	19	30	17	17	15	20	19
0	6	43	20	16	21	25	20	37	20	20	13
0	14	25	20	16	18	49	17	32	16	31	18
0	9	40	23	15	20	22	18	29	13	19	16
0	10	48	22	15	21	25	16	32	11	22	19
1	34	28	22	22	20	28	25	28	16	17	27
1	21	10	25	15	20	19	22	23	26	19	23
1	14	42	20	18	21	25	27	28	14	35	36
1	29	18	19	16	20	26	20	22	19	23	18
0	11	29	23	13	12	51	18	34	16	42	27
0	10	40	18	17	25	27	23	27	15	24	4
1	18	28	21	15	20	33	19	30	23	12	15
0	10	52	17	16	22	18	17	43	18	18	4
0	15	15	16	13	18	24	26	27	28	20	51
1	35	17	22	20	27	23	19	27	19	17	10
0	17	21	30	11	22	35	18	31	16	20	15
0	13	14	24	19	22	35	19	37	15	16	12
0	10	32	17	17	17	44	18	38	15	39	3
0	13	26	21	16	20	46	21	29	18	35	17
0	12	29	16	19	21	19	23	33	28	24	52
1	21	14	22	13	24	27	18	30	22	21	30
1	13	39	18	20	20	26	25	27	16	33	36
0	15	17	25	22	22	32	23	36	30	18	29
0	13	15	17	17	21	52	19	27	12	31	23
1	16	37	21	17	23	30	21	30	14	25	34
1	10	37	20	14	19	22	24	16	11	33	53
1	31	22	23	15	21	25	17	30	13	22	1
0	9	28	20	20	19	43	18	25	15	44	22
0	9	19	25	14	26	37	20	44	16	17	12
0	13	14	25	11	18	50	20	22	22	36	28
0	13	42	22	18	17	22	19	30	15	21	10
1	29	16	19	15	20	25	23	29	12	20	16
1	18	38	22	17	22	19	22	24	21	30	56
0	17	23	20	10	17	47	16	29	15	40	20
0	16	40	25	22	17	28	21	34	17	18	9
1	20	28	21	19	18	27	20	27	21	18	29
1	20	20	22	17	18	25	20	36	25	24	19
0	11	20	25	18	20	41	23	33	15	43	2
